19308,"Blood Chemistry and Hematology Controls and References, Normal and Abnormal (For Blood Gas Hemoglobin, Plasma and Serum Factors)"
19312,"Blood Chemistry and Hematology Reagents and Supplies (For Automatic and Semiautomatic Instruments): Counting Controls, Detergents, etc."
19314,"Blood Chemistry Reagents and Tests, Nonautomated (For BUN, Enzymes, Glucose, Proteins, Triglycerides, etc.)"
19318,"Blood Coagulation Reagents and Controls (For Fibrinogen, Fibrin (Ogen) Split Products, Prothrombin Time, etc.)"
19322,"Blood Fractions (For Grouping, Typing, and Diagnosis): Reagent Red Cells, Sera, Antisera, etc."
19326,"Blood Grouping and Typing Reagents: Antibody Potentiating Media, Copper Sulfate Solutions, Normal Saline, etc."
19336,Diagnostic Reagents and Supplies (For Automated Chemistry)
19340,"Diagnostic Reagents and Tests (For Diseases, Pregnancy, etc.): Cards, Slides, Spot Tests, Strips, Tablets, etc."
19348,Drug Assay and Screening Test Kits (Except Radioimmunoassay)
19352,Enzyme Immunoassay Reagents
19360,Immunology and Serology Test Supplies
19362,Kidney Cells
19366,Nuclear Medicine Test Kits
19380,Radioactive Diagnostic Reagents
19384,Radioimmunoassay Kits
19388,"Test (For Examination of other Body Fluids, Wastes, etc., not otherwise itemized)"
19392,"Urine and Spinal Fluid Controls, Normal and Abnormal"
19394,"Urinalysis Reagents and Tests (For Albumin, Bile, Blood, Glucose, Ketones, etc.)"
19397,"X_Ray Contrast Media: Barium, Sulfate, Dyes, etc."
19508,"Alarm Clocks, Electric and Spring"
19512,Braille Watches and Clocks
19516,Clock and Watchmakers' Repair Parts and Materials
19518,"Clocks, Electric, Commercial"
19520,"Clocks, Game (Sports)"
19524,Jewelers' and Watchmakers' Shop Equipment and Furniture
19527,Jewelers' and Watchmakers' Tools
19530,Jewelers' and Watchmakers' Manuals
19540,Master Clock Systems and Parts
19550,"Program Clocks, Bells, Lights, and Chimes"
19560,Stopwatches
19567,Time and Attendance Data Collection Systems
19568,"Time Clocks and Recorders, Accessories, and Parts"
19574,"Timers, Interval; Accessories, and Parts (Not Photographic or Laboratory)"
19580,"Wall Clocks, Battery"
19583,"Wall Clocks, Electric"
19585,"Watches: Pocket, Wrist, etc."
19588,Watchmen's Clocks and Supplies
20003,"Accessories: Ties, Handkerchiefs, Bandanas, etc."
20004,"Apparel for Cold Weather: Hoods, Mittens, Scarves, Mufflers, etc."
20006,"Aprons, Smocks and Bibs, Cloth and Plastic  (Also See 200_41 for Hospital Type)"
20007,"Bags, Clothing"
20008,"Bands: Arm, Hat, Head, Sweat"
20009,Belts and Suspenders
20012,"Caps, All Types (Except Disposable)"
20015,"Clothing, Disposable: Aprons, Capes, Caps, Coveralls, etc. (See Class 475_62 for Hospital Type Disposable Clothing)"
20018,"Coats and Jackets, Dress, Men's and Women's"
20019,"Children's Clothing, All Types"
20021,Emblems and Shoulder Patches (For Uniforms)
20022,"Formal Wear, Men's and Women's"
20024,"Gloves, Dress"
20027,"Gloves, Work: Canvas, Coated, Leather, Plastic, Rubber, etc."
20030,"Hats, Felt, Dress and Work, Men's"
20033,"Hats, Straw, Dress and Work, Men's"
20036,"Hats, Women's"
20037,Hazardous Environment Clothing
20039,"Hosiery and Socks, Men's and Women's"
20040,"Hospital Wear, Patient: Gowns, Incontinent Pants and Briefs, Infant Shirts, Pajamas, etc."
20041,"Hospital Wear, Professional: Lab Coats and Smocks, Surgical Gowns, Uniforms, etc."
20042,"Lingerie, Women's: Gowns, Slips, Robes, Pajamas, Underwear, etc."
20043,Prisoner Clothing
20045,"Rainwear: Coats, Hats, Slicker Suits, and Umbrellas (Storm Suits and Windbreakers)"
20048,"Rainwear, Dress, Men's and Women's"
20051,"Robes, Caps, and Gowns, Choir and Graduation"
20055,"Shirts, Jackets, Hats, etc.: Custom Silk Screen"
20056,"Shirts, Tee (T), Dress Type (See 805_12 for Athletic Type)"
20057,"Shirts, Dress and Sport Type, Men's"
20058,"Shorts (Walking), Jump Suits, and Other Casual Clothing _ Men"
20060,"Slacks and Suits, Dress, Men's"
20063,"Sweaters, Men's and Women's"
20066,"Swim Suits, Men's and Women's"
20069,"Underwear, Pajamas, and Robes, Men's"
20072,"Uniforms, Cotton, Blends and Synthetic: Band, Fire, Guard, Police, Service, etc."
20075,"Uniforms, Woolen: Band, Fire, Guard, Police, Service, etc."
20081,"Wearing Apparel, Women's: Blouses, Dresses, Playsuits, Shorts, and Skirts"
20082,"Wearing Apparel, Insulated: Cold Proof Clothing, Coveralls, Freezer and Warehouse Suits, etc."
20084,"Wearing Apparel, Work, Men's and Women's: Blue Jeans, Coveralls, Jackets, Overalls, Shirts, Trousers, etc."
20413,"Cables: Printer, Disk, Network, etc."
20416,"Chips: Accelerator, Graphics, Math Co_Processor, Memory (RAM and ROM), Network, etc."
20419,"Communication Boards: Fax, Modem (Internal), etc."
20420,"Communication Control Units: Concentrators, Multiplexors, Couplers, etc."
20424,"Controllers, Programmable: Industrial Control Devices, Robots, etc."
20428,"Data Entry and Remote Job Entry Devices, Voice Activated: Voice Recognition, Voice Digitization, Speech Synthesizers, etc."
20433,"Drives, Compact Disk (CD ROM, etc.)"
20434,"Drives, Floppy Disk"
20435,"Drives, Hard/Fixed Disk"
20437,"Drives, Tape"
20442,"Expansion/Accelerator Boards: Memory, Processor, etc."
20448,Keyboards
20453,"Microcomputers, Desktop or Tower based"
20454,"Microcomputers, Handheld, Laptop, and Notebook"
20455,"Microcomputers, Multi_Processor"
20458,"Modems, External, Data Communications"
20460,"Monitors, Color and Monochrome (CGA, VGA, SVGA, etc.)"
20464,"Network Components: Adapter Cards, Bridges, Connectors, Expansion Modules/Ports, Hubs, Line Drivers, MSAUs, Routers, Transceivers, etc."
20468,"Peripherals, Miscellaneous: Joy Sticks, Graphic Digitizers, Light Pens, Mice, Pen Pads, Trackballs, etc."
20471,"Plotters, Graphic"
20474,Printer Sharing Devices
20475,"Printers, Dot Matrix"
20476,"Printers, Inkjet"
20477,"Printers, Laser"
20478,"Printers, Pen Plotter"
20480,"Printers, Thermal"
20484,"Retrieval Systems, Computer Assisted: Indexing, Retrieval (CD ROM Jukebox, etc.) and Access Systems"
20488,"Scanners, Document: Handheld, Desktop and High Volume"
20489,"Scanners and Readers, Magnetic Strip"
20490,"Scanners and Readers, Optical Character: Bar Code, Remittance Scanner/Processors, etc."
20493,Terminals and CRTs: Data Processing Systems
20496,"Workstations: SPARC, RISC, etc. (For Use With CAD/CAM, etc.)"
20614,"Cables: Printer, Disk, Network, etc."
20617,"Chips: Accelerator, Graphics, Math Co_Processor, Memory (RAM and ROM), Network, etc."
20620,"Communication Boards: Fax, Modem (Internal), etc."
20621,"Communication Control Units: Concentrators, Multiplexors, Couplers, etc."
20623,"Communication Processors and Protocol Convertors: Front_End Processor, Protocol Interchange, Switching Controls, etc."
20625,"Computer Systems, Digital"
20627,"Computer Systems, Laboratory Control"
20628,"Computer Systems, Process Control"
20631,"Controllers, Disk: Disk Subsystems, etc."
20632,"Controllers, Local and Remote"
20634,"Controllers, Peripheral: Plotters, Printers, Digitizers, etc."
20636,"Controllers, Tape: Tape Subsystems, etc."
20640,"Data Entry and Remote Job Entry Devices, Voice Activated: Voice Recognition, Voice Digitization, Speech Synthesizers, etc."
20644,"Drives: Compact Disk, ROM, etc."
20645,Drives: Floppy Disk
20646,Drives: Hard/Fixed Disk
20647,"Drives, Tape"
20651,"Expansion/Accelerator Boards: Memory, Processor, etc."
20654,Geographic Information Systems (GIS)
20657,Keyboards
20659,"Modems, External Data Communications"
20661,"Monitors, Color and Monochrome (CGA, VGA, SVGA, etc.)"
20666,"Peripherals, Miscellaneous: Graphic Digitizers, Joy Sticks, Light Pens, Mice, Pen Pads, Trackballs, etc."
20670,Printer Sharing Devices
20671,"Printers, Dot Matrix"
20672,"Printers, High Speed, Line Printers, and Printer Subsystems"
20673,"Printers, Inkjet"
20674,"Printers, Laser"
20675,"Printers, Pen Plotter"
20677,"Printers, Thermal"
20680,"Retrieval Systems, Computer Aided: Indexing, Retrieval and Access Systems (CD ROM Jukebox, etc.)"
20684,"Scanners, Document: Handheld, Desktop, and High Volume"
20685,"Scanners and Readers, Magnetic Strip"
20686,"Scanners and Readers, Optical Character: Bar Code, Remittance Scanner/Processors, etc."
20689,"Storage Devices, Electronic (Disk Drive Compatible)"
20693,Terminals and CRTs: Data Processing Systems
20725,"Cleaners for Keyboards, Monitors, Tapes, Diskettes, etc."
20730,"Compact Disks, ROM, etc."
20734,Covers and Enclosures (Acoustical and Protective) (For Equipment)
20737,"CRT Holders, Cases, Glare Screens, Locks, etc."
20742,"Diskettes, Disk Packs, Floppy Diskettes, Labels, etc."
20749,"Forms Bursters, Decollators, Detachers, Feeders, Strippers and Related Accessories"
20750,"Forms, Charts, Templates, Rulers, etc."
20755,"Graphic Supplies for Plotters and Printer Plotters: Inks, Pens, Penholders, Chemicals, Paper, etc."
20760,"Keyboard Dust Covers, Key Top Covers, Keyboard Drawers, Wrist Supports, etc."
20767,"Power Supplies: Surge Protectors, Uninterruptible Power Supplies, Switches, etc."
20772,"Printer Accessories: Wheels, Sheet Feeders, Forms Tractors, Chemicals, Toner Cartridges, etc."
20775,"Projection Devices, Liquid Crystal Display (LCD)"
20784,"Storage Devices for Tapes and Diskettes: Containers, Racks, etc."
20787,"Tapes, Tape Cartridges, Tape Cassettes, Tape Reels, Tape Labels, etc."
20789,Testing Equipment for Computers and Related Equipment
20810,"Accounting/Financial: Bookkeeping, Billing and Invoicing, Budgeting, Payroll, Taxes, etc."
20827,"Communications: Networking, Linking, etc."
20830,Computer Aided Design
20837,Database
20839,Desktop Publishing
20843,"Educational: Foreign Languages, Math, Science, Social Studies, etc."
20847,"Games: Adventure, Board, Puzzles, Strategy, etc."
20850,"Graphics: Clip Art, Demos, Presentation, Slide Shows, etc."
20855,Inventory Management
20863,Personnel
20866,"Professional: Hospital/Pharmacy, Legal, etc."
20867,"Programming: Basic, Assembler, etc."
20868,Project Management
20871,Purchasing
20876,Real Estate/Property Management
20884,Spread Sheet
20890,"Utilities: Back_up, Batch File, Menus, Operating System, Recovery, Screen, Security, Virus Protection, etc."
20894,"Word Processing, Text Editors, Label Makers, Spell Checkers"
20911,"Accounting/Financial: Bookkeeping, Billing and Invoicing, Budgeting, Payroll, Taxes, etc."
20928,"Communications: Networking, Linking, etc."
20931,Computer Aided Design
20938,Database
20940,Desktop Publishing
20944,"Educational: Foreign Languages, Math, Science, Social Studies, etc."
20948,"Games: Adventure, Board, Puzzles, Strategy, etc."
20951,"Graphics: Clip Art, Demos, Presentation, Slide Shows, etc."
20956,Inventory Management
20964,Personnel
20967,"Professional: Hospital/Pharmacy, Legal, etc."
20968,"Programming: Basic, Assembler, etc."
20969,Project Management
20972,Purchasing
20977,Real Estate/Property Management
20985,Spread Sheet
20991,"Utilities: Back_up, Batch File, Menus, Operating System, Recovery, Screen, Security, Virus Protection, etc."
20995,"Word Processing, Text Editors, Label Makers, Spell Checkers, etc."
21007,"Basins, Catch, Including Accessories and Parts"
21010,"Blocks, Hollow and Solid, Lightweight"
21011,"Blocks, Hollow and Solid, Normal Weight"
21012,"Blocks, Kiln and Oven"
21013,Box Voids and Void Concrete Forms
21015,"Bricks, Concrete"
21016,"Concrete Beams, Channels, Roof Decks, etc., Prestressed"
21018,Concrete Encased Ducts
21025,Concrete Pilings
21026,"Concrete Support Items (Chairs, etc.)"
21027,"Connecting Bands, Corrugated Metal"
21028,"Culverts, Concrete"
21029,"Culverts, Corrugated Metal"
21030,"Curbs, Parking and Curb Boxes: Vehicle"
21031,"Drains, Parts and Accessories"
21032,"Forms, Fiber Tube for Concrete Construction"
21033,"Irrigation Pipe, Metal"
21035,Joint Sealing Compound (For Sewer and Drain Pipes)
21045,Meter Boxes and Concrete Pull Boxes
21055,Paving and Stepping Blocks
21072,"Risers, Reinforced Concrete"
21075,"Septic Tanks, Grease Traps, and Water Troughs"
21080,Ties and Anchors and Other Masonry Wall Reinforcements
21085,"Vents, Foundation, Concrete"
22002,Accelerometers
22004,"Actuators and Controls (For Robotics, Servo Systems, etc.)"
22007,Clinometers and Inclinometers (For Slope and Tilt Measurements)
22009,Conductivity Instruments (For Dissolved Solids)
22010,Depth Instruments
22015,"Flow Controllers, Indicators, Calibrators, and Recorders (For Air and Gases)"
22016,Flow Controllers and Recorders (For Liquids)
22018,"Gauges: Altitude, Pressure, Temperature, Liquid Level, etc."
22019,Gravity Instruments
22022,"High Vacuum Controllers, Indicators, and Recorders and Accessories: Ionization Gauges, Thermocouple Gauges, etc."
22029,"Imaging Systems, Infrared Thermal (Not X_Ray)"
22033,"Liquid Level Controllers, Indicators, and Recorders"
22034,"Logging Devices, Electronic (Long_Range Data Collection and Recording for Use at a Remote Location)"
22036,Oscillographs (Cathode_Ray Recording Systems) and Accessories
22041,Phase Indicators and Recorders
22042,Photoelectric Control Devices
22043,Position Measuring Devices (X_Y Coordinates)
22045,"Pressure Controllers, Indicators, and Recorders"
22046,Pressure Converters
22048,"Radar Instruments (Marine Type), and Accessories: Magnetrons, etc."
22053,"Radiant Energy Measuring Devices (For Visual, UV, and IR): Light Meters (Except Photographic), Photometers, Pyranometers, Radiometers, etc.)"
22054,"Recorders and Plotters, General Laboratory Type (Strip Chart, X_Y, etc.), and Supplies: Chart Paper, Developing Chemicals, Ink, Penholders, Pens, etc."
22060,"Sonar Instruments, Research Type"
22061,"Sound Analysis Equipment and Accessories: Noise Meters and Dosimeters, Sound Level Meters, etc."
22063,"Strain Gauges, Force Gauges, and Associated Instruments: Strain Gauge Conditioners, Stress_Strain Plotters, etc."
22066,Stroboscopes and Tachometers (Except Automotive)
22068,Surface Profile Measurement Equipment
22072,"Temperature Controllers, Indicators, and Recorders (Digital Thermometers, Pyrometers, etc.), and Accessories: Thermistors, Thermocouples, etc."
22075,Transducers and Couplers
22083,Velocity Instruments
22084,"Vibration Detecting and Measuring Equipment: Geophones, Seismic Amplifiers, Seismographs, etc."
22085,"Vibration Generating Equipment: Piezoelectric, Sonic, Ultrasonic, etc."
22087,"Weather Instruments: Anemometers, Barographs, Barometers, Hygrometers, Lightning Strike Counters, Thermographs, Radar Weather Display, etc."
22530,"Coolers, Electric"
22532,"Coolers, Non_Electric"
22540,"Coolers, Storage Type (Remote Refrigeration Unit)"
22545,"Cooler Repair Parts, All Types"
23202,"Artificial Plants, Shrubs, and Trees"
23205,Basketry Materials
23210,Beadcraft Supplies
23215,Candlemaking Equipment and Supplies
23220,"Carpet Warp and Roving, Macramé"
23225,Decoupage Materials and Supplies
23227,Dried Flowers and Plants
23235,"Floral Supplies: Artificial Flowers, Floral Tape, etc."
23238,"Glitter, Sequins, Stars, Feathercraft, etc."
23245,"Kits, String and Wire Art"
23250,Liquid Embroidery and Fabric Painting Supplies
23255,"Model Kits and Parts; Airplane, Automobile, Ship, etc."
23260,"Needlework Kits, Crewels, and Supplies"
23270,"Precut Kits (For Assembling): Bird Houses, Magazine Baskets, What_not Shelves, etc."
23280,Styrofoam Shapes and Foam Filler
23285,"Transfers, Hot Iron"
23290,"Weaving Looms and Materials, Hand"
23295,Woodburning and Woodcarving Tools and Materials
23320,Ceramic and Pottery Supplies
23335,Glass Blowing Equipment and Supplies
23355,Kilns and Furnaces (For Ceramic and Enameling) and Accessories
23360,"Lapidary Equipment, Jewelry Findings, and Supplies"
23365,Leathercraft Supplies
23370,Metal Enameling Material
23375,Metalcraft Supplies
23380,"Paper Making Equipment and Supplies, Handmade: Beaters, Screens, Vats, etc."
23390,"Rubbing Compound, Abrasive"
24007,"Aluminum Ware: Cooking Utensils, Dishes, Trays, Pots and Pans, etc."
24014,"Beverage Servers, All Types"
24021,Chinaware
24023,Condiment Shakers and Dispensers
24028,"Cutlery: Knives, Spatulas, Steels, etc."
24035,Cutting Boards
24042,"Enamelware: Small Cooking Utensils, Pots and Pans, etc."
24049,"Flour Sifters, Light Duty"
24056,"Glassware, Table"
24063,"Kitchen Utensils, Small: Basters, Corers, Ladles, Pastry Brushes, Peelers, Scoops, Tongs, Turners, etc."
24066,"Meal Servers, Insulated"
24070,"Plastic Ware: Dishes, Pots and Pans, Trays, etc."
24077,"Silver Burnishing Equipment and Scouring Pads, All Types"
24084,"Silverware: Flatware, Tableware, etc."
24087,"Silverware and Dishes, Specialized, Self_Help Feeding Type"
24091,"Stainless Steel Ware: Cooking Utensils, Flatware, Tableware, Trays, Pots and Pans, etc."
24093,"Storage Boxes, Food"
24095,"Thermometers, Cooking and Oven"
24096,"Timers, Mechanical"
24503,"Cheese_Making Supplies: Annatto, Rennet, etc."
24505,"Cleaning Materials (For Dairy Equipment): Chlorine Sanitizers, Milkstone Remover, etc."
24510,Cooling Vats
24515,Dairy Pails (Utility Pails)
24520,"Ice Cream Containers, Paper and Metal"
24525,Ice Cream Shipping Jackets
24530,"Milk Bottle Caps, Metallic and Paper"
24535,"Milk Bottles, Glass"
24540,"Milk Cans, All Types"
24545,"Milk Cartons, Paper and Plastic"
24550,Milk Crates
24555,Milk Dispenser Can Tubes
24560,Milk Filters
24570,"Milking Machines, Accessories, and Parts: Compressors, Pulsators, etc."
24580,"Milk Processing Equipment (Homogenizers, Pasteurizers, etc.) and Parts"
24585,"Stanchions, Milk Parlor"
24586,Teat Sanitizing Equipment and Supplies
24587,"Thermometers, Dairy (For Milk Vats, etc.)"
24590,"Wrapping, Cheese, Circles and Bandages"
25018,"Cards, Tabulating, Special (For Automatic and Manual Data Processing Systems)"
25030,"Cards, Tabulating, Standard (For EDP Systems)"
25055,"Paper, Tabulating Stock"
25070,"Roll Paper, Bond (For EDP Portable Terminals)"
25072,"Roll Paper, Thermal (For EDP Portable Terminals)"
25080,"Tests, Answer Sheets, Scoring Keys, etc. (For EDP Systems)"
25510,Bedding Stamps
25520,"Cigarette Stamp, Numbered"
25530,"Decals (For Cigarette Machines, Doors, Equipment, Vehicles, Windows, etc.)"
25540,Inventory and Other Small Decals
25545,License Plate Decals
25550,"Liquor Stamps, Numbered"
25556,"Tax Stamps (Other Than Cigarette and Liquor), Numbered and Un_Numbered"
25560,"Windshield Decals, Not Numbered"
25570,"Windshield Decals, Numbered"
26002,"Abrasives: Pumice, etc."
26004,Amalgams and Mercury
26007,"Cabinets, Furniture, Sinks, etc., Dental"
26009,"Casting, Filling, and Molding Materials: Artificial Stone, Clay, Gypsum Plaster, Investments (Bonded and Solder), Molding Resins, Porcelain, etc."
26011,"Cements (Cavity Lining, etc.): Glass Ionometer, Polymeric, Zinc Compounds, etc."
26013,"Ceramic Items: Jacket Crowns, Porcelain Inlays, Porcelain Teeth, etc."
26016,"Chemicals, Cleaners, Lubricants, etc., Dental"
26019,"Containers, Dispensers, Trays, etc."
26023,"Crowns, Metal"
26024,"Crowns and Teeth, Plastic"
26026,"Dental Units and Components: Chairs, Compressed Air and Aspiration Devices, Consoles, Handpieces, etc."
26029,"Dies, Forms, Molds, Patterns, etc., Dental"
26031,"Electrosurgery Units, Dental"
26036,"Grinding and Polishing Implements: Burs, Cones, Cups, Discs, Wheels, etc."
26039,"Heaters, Ovens, and Water Baths"
26041,"Implants, Dental, All Types"
26043,"Impression Materials: Agar, Alginates, Plasters, Zinc Oxide, etc."
26046,"Instruments and Devices (Endodontic, Orthodontic, Periodontal, and General Dental): Arches, Bands, Brackets, Curets, Files, Mirrors, Points, Rasps, Reamers, Scalers (Hand), etc."
26049,"Lamps and Lights, Dental: Operating, Ultraviolet, etc."
26052,"Metallic Supplies: Alloys, Precious Metals, Tubes, Wires, etc."
26054,"Models, Manikins, and Instructional Aids"
26056,"Pharmaceuticals, Dental: Anesthetics, Antiseptics, Plaque Disclosing Liquids and Tablets, etc."
26059,"Power Tools and Appliances, Dental: Grinders, Lathes, Vibrators, etc."
26062,"Prosthodontic Equipment: Articulators, Casting Units, Frames, Impression Trays, Soldering Units, etc."
26066,Pulp Testers
26069,"Resins (For Repair and Restoration): Acrylic, Epoxy, etc."
26072,"Scalers, Peridontal: Rotary, Sonic, and Ultrasonic"
26076,"Solders, Fluxes, and Antifluxes"
26079,"Sterilization Systems, Dental: Autoclaves, etc."
26082,"Sundries, Dental: Articulating Paper and Tape, Cotton, Dental Care Kits, Floss, Gauze Pads, Paper and Plastic Items, Sutures, Tubing, etc."
26086,"Syringes and Needles, Dental"
26089,"Ultrasonic Cleaning Units, Dental Laboratory"
26092,"Waxes, All Types"
26096,"X_Ray Equipment, Dental (For Chemicals and Film See Class 898): Film Mounts, Film Processors, Intensifying Screens, X_Ray Machines and Accessories"
26520,Curtains and Draperies
26530,"Curtain and Drapery Hardware: Hooks, Rods, etc."
26540,"Material, Drapery"
26544,"Material, Upholstery (Fabric), Furniture and Auto"
26546,"Material, Upholstery (Vinyl), Furniture and Auto"
26580,"Upholstery Supplies: Burlap, Buttons, Padding, Springs, Tacks, Thread, Welt Cord, etc."
27001,Generic Nutritional Products
27002,Generic Blood Modifier Products
27003,Generic Hormone Products
27004,Generic Diuretics and Cardiovasculars
27005,Generic Respiratory Drugs
27006,Generic Central Nervous System Drugs
27007,Generic Gastro Intestinal Drugs
27008,Generic Antiinfective Drugs
27009,Generic Biological Drugs
27010,Generic Topical Drugs
27011,Generic Antineoplastic Drugs
27012,Generic Miscellaneous Products
27104,Administration Sets and IV Additive Accessories
27108,"Administration Sets, Special Use: Controlled Flow, Solution Transfer, etc."
27110,"Anesthesia Sets, Specialized"
27112,Blood Administration Sets
27114,"Blood Bank and Blood Transfusion Equipment: Collection Units, Dielectric Sealer, Freezing Bags, Pooling Bags, Transfer Units, etc."
27116,Blood Cell Processing and Storage Solutions
27118,"Blood Plasma Extenders: Dextrans, etc."
27119,"Blood, Whole; and Blood Fractions (For Transfusions): Plasma, Serum Albumin, etc."
27121,Cell Processing Sets and Supplies
27124,"Dextrose Solutions, High Strength (For IV Additive Use)"
27126,"Dialysis Concentrates and Solutions, Hemo_ and Peritoneal"
27128,"Diets, Complete, Liquid; and Liquid Food Supplements (Oral and Tube Fed)"
27130,"Enteral Administration Systems (For Tube Feeding, etc.)"
27132,Extension Sets
27135,Filter Sets and In_Line Filters
27141,"IV Additive Equipment and Supplies: Bands, Caps, Dispensing Syringes, etc."
27144,"Infusion Solutions (For Organ Preservation, Such as Kidneys, etc.)"
27156,Irrigation Solutions and Sets
27163,Mannitol Solutions
27168,"Nutritional Product IV Solutions: Amino Acids, Fat Emulsions, Protein Hydrolysate, etc."
27176,Premixed Pharmaceutical Solutions
27180,Respiratory Therapy Solutions and Sets
27184,"Sets (For IV Pumps): Peristaltic, Metering, etc."
27188,Specialty and Custom_Made Sets and Equipment (Not Otherwise Itemized)
27192,Specialty Solutions (Not Otherwise Itemized)
27196,"Standard IV and Injectable Solutions: Dextrose, Electrolytes, Ringer's, Saline, etc."
28008,"Appliance, Fixture, and Portable Cables and Wires (Up to 600V): Types S, SJ, SJO, SO, SPT, TF, TFF, etc."
28016,"Bare Cables and Wires: Type ACSR, Bare Copper, Bare Aluminum, etc."
28024,"Building Cables and Wires, Single and Multiconductor: Types NM, THWN, TW, THW, THHN, XHHW, RHW, RR, ROMEX, etc."
28028,Cathodic Cable (Protection)
28029,Communications Cable
28030,"Control Cables and Wires, Solid and Stranded, Single and Multiconductor (Up to 600V, for use in Boiler Controls, Fire Alarms, Motors, etc.)"
28040,"Guy Wires and Cables: Guy Strand, SM, HS, EHS, etc."
28050,"Heating Cables and Wires (Up to 277V): Lead Covered, Neoprene Jacket, etc."
28058,"High Voltage Cables and Wires (601_15,000V), Solid and Stranded, Single and Multiconductor"
28065,Submarine Wire and Cable
28070,"Telephone Cables and Wires, Single and Multiconductor, Clad Steel and Copper"
28075,"Ties and Anchors, Cable and Wiring"
28080,"Underground Cables and Wires, Solid and Stranded, Single and Multiconductor, Aluminum and Copper: Types UF, URD, USE, XLP, etc."
28090,"Weatherproof Cables and Wires, Solid and Stranded, Single and Multiconductor, Aluminum and Copper: Types RR, WP, etc."
28502,"Analyzer, Electric Power Demand"
28503,"Arresters, Lightning"
28504,"Back_up Systems, Battery Operated (Emergency)"
28505,"Beacon Light Systems Complete For Buildings, etc. (See Class 120 For Marine Beacons)"
28506,"Ballasts, All Kinds"
28507,"Bulb and Fixture, Changer/Remover"
28508,"Bus Bars, Duct, and Accessories"
28509,"Cabinets, Electrical Service Entrance"
28510,"Cable Accessories: Clamps, Clasps, Clips, Closures, Reels, Wrappings"
28511,"Capacitors, Motor Starting and Running"
28514,"Circuit Breakers, Load Centers, Boxes, and Panelboards"
28515,"Coatings, Protective, Electrical"
28516,"Commutators, Resurfacers, Stone"
28517,"Conduit and Fittings, Fiber and Asbestos_Cement"
28518,"Conduit and Fittings, Cast Iron"
28519,"Conduit and Fittings, Plastic"
28521,"Conduit and Fittings, Aluminum"
28522,"Conduit and Fittings, Rubber"
28523,"Conduit Fittings, Steel: Boxes, Bushings, Clamps, Connectors, Covers, Locknuts, Straps, etc."
28526,"Conduit, Steel"
28527,"Control Devices, Lighting"
28528,"Cutouts, Pole Line Type"
28529,"Dimmers, Light (See Class 855 for Theatre Dimmers)"
28531,Fluorescent Tube Crushers and Diposers
28532,Fluorescent and HID Lamp Energy Saving Devices
28534,"Fuses, Fuse Blocks and Holders, Links, etc."
28535,"Gaskets, Meter"
28536,"Gates, Electric (Including Card Readers, etc.)"
28537,"Generators, Portable, Engine Driven"
28539,"Generators, Stationary Type (Not Automotive)"
28540,Grounding Rods and Fittings
28541,"Hose, Protective Line"
28542,"Insulation Materials: Compounds, Varnish, etc."
28544,Isolation System (For Computer Center)
28545,"Lamps, Projector"
28546,"Lamps: Construction Equipment, and Miniature"
28547,"Lamps: Decorative, Household"
28548,"Lamps: Desk, Floor, and Table"
28550,"Lamps: Fluorescent, Incandescent, Mercury Vapor, Quartz, and Sodium Vapor"
28551,"Lamps: Scientific Instrument: Microscope, Oscilloscope, etc."
28552,Lamps: Portable and Shop
28553,"Lens and Reflectors, Replacement"
28554,"Lighting Fixtures, Indoor: All Kinds and Parts"
28556,"Lighting Fixtures, Outdoor: Floodlights, Spotlights, Yard Lights, and All Other Weatherproof Fixtures (Except Streetlights)"
28558,"Lighting Units, Emergency, Battery Operated; and Batteries"
28559,"Light Meters (For Office Illumination Measurement, etc. _Not Photographic or Lab)"
28560,"Locators, Cable"
28561,"Meters, Indicating and Recording of Power Consumption"
28562,"Meters, Indicating and Recording (Of Powerline Fluctuations _Voltage or Amperage _Not Hand Tool Type)"
28564,"Motor Controllers, Push Button Stations, Relays, Safety Switches, Starters, Coils and Brushes"
28568,"Motors and Parts, Fractional H.P. Electric"
28570,"Motors and Parts, Integral H.P., Single Phase, Electric"
28571,"Motors and Parts, Integral H.P., Three Phase, Electric"
28572,Resistors (Non_Electronic)
28573,Relays (Non_Electronic)
28574,"Pole Line Hardware: Arms, Bolts, Braces, Brackets, Clevises, Connections, Insulators, Plates, Pole Steps, Racks, Rods, Shackles, Straps, Thimbles, Washers, etc."
28575,Repair Kits (For Contactors)
28576,Streetlights and Standards
28577,Square Duct and Fittings
28578,"Structural Supports and Racks, Mechanical Type: Angles, Braces, Brackets, Channels, Clips, Fittings, Spring_Nuts, etc."
28579,"Switches, Miscellaneous"
28581,"Tools, Electricians' and Lineman's (Including Cable Fault Locators and Cable Pullers)"
28583,"Towers, Light"
28584,"Transformers, Transmission Line Type"
28586,Transformers (For Power Distribution Centers _Note: Electronic Equipment Transformers in 287_66)
28588,Tube Guard and Safety Sleeves (For Fluorescent Fixtures)
28589,Unilets
28590,"Voltage Regulators, Inverters, Converters, Spike and Surge Controllers, and Voltage Line Thermostats"
28591,"Valves, Electro Pneumatic"
28592,Wire Markers
28593,"Wire Molding, Raceways, Accessories, and Fittings"
